review,label,score,tokenized
저지능 페미들을 위한 SF사회영화 ㅋㅋㅋ 이걸보고 사회를 배운다는게 참 안타깝기도하고 역겹기도하고 그렇다. 그 페미들의 명언을 보고 리뷰를 마무리 짓겠다.익인1: 어디 회사 다녀?글쓴이: 회사 안다녀!익인2: 아.....,94 %,부정,"['저지능', '페미', '위한', 'SF사회영화', 'ㅋㅋ', '이걸보고', '사회', '배운다는게', '참', '안타깝기도하고', '역겹기도하고', '그렇다.', '그', '페미', '명언을', '보고', '리뷰를', '마무리', '짓겠다.익인1:', '어디', '회사', '다녀?글쓴이:', '회사', '안다녀!익인2:', '아.....']"
재밌다재밌다재밌다주인공들 캐릭터 하나하나 개성이 돋보인다,97 %,긍정,"['재밌', '캐릭터', '하나', '개성이', '돋보인다']"
배우들이 다 제각각 다른 매력이 있고 그게 돋보여서 너무 좋았어요! 그리고 여성 주연들이 주가 돼서 극을 이끌어 가는 것도 좋았습니다.,93 %,부정,"['배우', '다', '제각각', '다른', '매력', '있고', '그게', '돋보여서', '너무', '좋았어요', '그리고', '여성', '주연들이', '주가', '돼서', '극을', '이끌어', '가는', '것도', '좋았습니다']"
스토리가 재밌고 연기도 좋네요 생각했던 것보다 재밌고 가볍게 보기 좋네요,99 %,긍정,"['스토리', '재밌', '연기', '좋네요', '생각', '것보다', '재밌', '가볍', '보기', '좋네요']"
재밌게 봤어요!!!! 완전 강추!!!,99 %,긍정,"['재밌', '봤어요', '완전', '강추']"
멋진영화네요 물론 재미도 확실히 있구요~,96 %,긍정,"['멋진영화네요', '물론', '재미', '확실히', '있구요~']"
끝까지 포기하지 않는 세 배우의 감동적인 스토리!90년대 배경이지만 절대 촌스럽지않은 스타일 ㅎㅎㅎ적극추천♡,99 %,긍정,"['끝까지', '포기하지', '않는', '세', '배우', '감동', '스토리', '배경', '절대', '촌스럽지않은', '스타일', 'ㅎㅎ']"
굉장히 현실적이고 재밌었던 영화ㅎㅎ,99 %,긍정,"['굉장히', '현실', '재밌', '영화']"
오랜만에 재미난 영화 봤습니다옛날 추억도 새록새록...무거울수 있는 환경 문제도 유쾌하게 잘 만들어 진 영화라 생각합니다,99 %,긍정,"['오랜만에', '재미', '영화', '봤습니다', '추억도', '새록새록...무거울수', '있는', '환경', '문제도', '유쾌하', '잘', '만들', '진', '영화', '생각']"
존잼존잼 연기도 다들 잘하구,96 %,긍정,"['존잼존잼', '연기', '다들', '잘하']"
"1990년대라고 하지만, 2020년도 겪었던 일들이 있어서 생각이 많아졌던 영화. 적당한 선에서 조절되었기에 괜찮았다. 쉽고 편하게 접근하기에 좋았던 영화.",98 %,긍정,"['1990년대라고', '하지', '2020', '겪었던', '일들이', '있어', '생각', '많아', '영화', '적당한', '선에서', '조절되었기에', '괜찮', '쉽고', '편하게', '접근하기에', '좋았', '영화']"
"부모님 세대에게는 향수를, 젊은 세대에게는 과거를 선사하는 영화. 특히 의상과 소품에서 저땐 저랬구나를 느낄 수 있습니다. 적절한 유머와 기승전결 그리고 반전까지 갖추어 남녀노소 재밌게. 마냥 가볍지만 않은 주제를 ...",99 %,긍정,"['부모님', '세대에게는', '향수를,', '젊은', '세대에게는', '과거를', '선사하는', '영화', '특히', '의상과', '소품에서', '저땐', '저랬구나를', '느낄', '수', '있습니다.', '적절한', '유머와', '기승전결', '그리고', '반전', '갖추어', '남녀노소', '재밌', '마냥', '가볍', '않은', '주제를', '..']"
간만에 영화 보고 뿌듯함을 느낄 수 있었다!,98 %,긍정,"['간만에', '영화', '보고', '뿌듯함을', '느낄', '수', '있었']"
어이가 없네.. 박혜수 연기하지마라 진짜..ㅡ ㅡ,99 %,부정,"['어이가', '없네..', '박혜수', '연기', '진짜', 'ㅡ']"
재밌게 잘 봤어요 썁쌸ㅋ,96 %,긍정,"['재밌', '잘', '봤어요', '썁쌸ㅋ']"
배우들 매력으로 이렇게밖에 못만드는게 참...  특히 후반부에는 이게과연 2020년 영화인지,97 %,부정,"['배우', '매력', '이렇게', '못만드는게', '참...', '특히', '후반부', '이게', '2020', '영화']"
배우들 케미가 좋은 영화. 이솜 스타일이 너무 착붙임ㅜㅜ재밌었어요,51 %,부정,"['배우', '케미', '좋은', '영화', '이솜', '스타일이', '너무', '착붙임ㅜㅜ재밌었어요']"
"흐름이 어색한곳도 있고, 번잡하네요.",67 %,부정,"['흐름이', '어색한곳도', '있고', '번잡하네요.']"
사회비판인 척 하지만 알고보면 페미영화,99 %,부정,"['사회', '척', '하지', '알고보면', '페미']"
영화 시대와 현대 사회의 모습을 생각해보게 되는 영화이다.,97 %,긍정,"['영화', '시대', '현대', '사회', '모습을', '생각', '되는', '영화']"
배우들의 연기 매우 좋아요. 스토리도 복고이지만 시간 가는줄 모르고 관람 했습니다~^^,94 %,긍정,"['배우', '연기', '매우', '좋아', '스토리', '복고이지만', '시간', '가는줄', '모르', '관람', '했습니다~^^']"
돈  시간 아깝다 평점알바들 적당히해라,99 %,부정,"['돈', '시간', '아깝', '평점', '적당히해라']"
유치하고 진부함...,97 %,부정,"['유치', '진부함...']"
레트로 느낌에 가볍게 웃을 수 있는 영화입니다 너무 재밌었어요ㅎㅎ,99 %,긍정,"['레트로', '느낌', '가볍', '웃을', '수', '있는', '영화', '너무', '재밌']"
새로운 느낌도 좋고 재미도 있었어요,98 %,긍정,"['새로운', '느낌', '좋고', '재미', '있었']"
졸라 멋있다!!환경에 연연하거나 안주하지 않고 불의에 맞서는 삼진그룹영어토익반. 내가 있는 곳에서 의미있는 일이 무엇인가 생각하게 된다. 언니들 진짜 졸라 멋있다!!,99 %,긍정,"['졸라', '멋있', '연연하거나', '안주하지', '않고', '불의에', '맞서는', '삼진그룹영어토익반.', '내가', '있는', '곳에서', '의미있는', '일이', '무엇인가', '생각', '된다.', '언니들', '진짜', '졸라', '멋있']"
"메시지, 스토리, 연기력, 캐릭터 매력 전부 완벽. 유일한 오점은 다소 유치한 연출뿐.",95 %,긍정,"['메시지,', '스토리', '연기', '캐릭터', '매력', '전부', '완벽.', '유일한', '오점은', '다소', '유치', '연출']"
그냥 신파극 그냥 신파극 개연성 떨어짐,99 %,부정,"['그냥', '신파', '그냥', '신파', '개연성', '떨어짐']"
진짜 말도 안되는 영화네요,94 %,부정,"['진짜', '말도', '안되', '영화']"
고졸여성사원들의 당찬 스토리가 시원하고 재밌어요,88 %,긍정,"['고졸여성사원들의', '당찬', '스토리', '시원하고', '재밌']"
여기 알바천국인가요??평점 처음남겨 보는데피해자 없길 바라는 마음에서 올립니다,99 %,부정,"['여기', '알바', '처음', '보는', '없길', '바라는', '마음에서', '올립니다']"
"알바새끼들 땜에 낚여서봤는데 영화보다가 오랜만에 잠들번했네 내용도 노잼, 웃음포인트도 없고 억지감동 쥐어짜내기만있네",99 %,부정,"['알바', '땜에', '낚여서봤는데', '영화', '오랜만에', '잠들번했네', '내용', '노잼', '웃음', '없고', '억지', '쥐어짜내기만있네']"
"평점에 속아서 봤는데, 그냥 킬링타임용 전형적인 한국영화네요... 결말로 갈수록 엉성한 스토리에 오그라드는 연출..실망스럽습니다ㅜ 평점알바가 여전히 많다는 사실을 이번에 제대로 느낍니다..",99 %,부정,"['평점', '속아서', '봤는데', '그냥', '킬링타임용', '전형적인', '한국영화', '결말', '갈수', '엉성한', '스토리', '오그라', '연출', '평점', '여전히', '많다는', '사실을', '이번에', '제대로', '느낍니다..']"
"시궁창같은 현실을 살아가는 우리에게, 그 현실을 외면하고 박차고 나오는 것이 아닌. 그곳에서 버티고 직면하고 풀어 나가는 사람들이 있어 이 세상이 달라질 수 있음을 전해주는 영화.",93 %,긍정,"['시궁창같은', '현실', '살아가는', '우리', '그', '현실', '외면하고', '박차고', '나오는', '것이', '아닌', '그곳에서', '버티고', '직면하고', '풀어', '나가는', '사람들', '있어', '이', '세상', '달라질', '수', '있음을', '전해주는', '영화']"
"잔잔하지만 여운도 많고 스토리도 좋고 ,, 배우들도 연기 잘합니다... 기분이 좋아지는 영화 였습니다.",99 %,긍정,"['잔잔하지만', '여운도', '많고', '스토리', '좋고', ',,', '배우', '연기', '잘합니다...', '기분', '좋아', '영화', '였습니다.']"
"이게 재밌다는 사람들은 알바,페미 뿐임",99 %,부정,"['이게', '재밌', '사람들', '알바', '뿐임']"
친구랑 보고 너뮤 재미있어서 엄마랑 한번 더 봤음 ㅠㅠ 이솜 너무 예쁨,98 %,긍정,"['친구랑', '보고', '너뮤', '재미', '엄마', '한번', '더', '봤음', 'ㅠㅠ', '이솜', '너무', '예쁨']"
하 ㅋㅋ 진짜 말이안나온다,92 %,부정,"['하', 'ㅋㅋ', '진짜', '말이안나온다']"
"샛길로 빠지지 않고, 캐릭터와 시대가 가진 매력으로 우직하게 앞으로 나아간다.",98 %,긍정,"['샛길로', '빠지지', '않고', '캐릭터', '시대', '가진', '매력', '우직하게', '앞으로', '나아간다.']"
영화도 재밌고 연기도 잘하고 옷패션도 하나같이 예쁨ㅠ,90 %,긍정,"['영화', '재밌', '연기', '잘하', '옷패션도', '하나', '예쁨ㅠ']"
코믹 눈물 다 적당하고 정말 재미있게 봤어요,99 %,긍정,"['코믹', '눈물', '다', '적당하고', '정말', '재미', '봤어요']"
"유머와 메세지가 잘 어우러진 기분 좋은 영화! 흥미진진한 스토리에 다양한 캐릭터 활용, 그 시절을 보는 듯한 90년대 묘사가 좋았음. 조금은 뻔하고 유치해도 그게 매력.",99 %,긍정,"['유머와', '메세지가', '잘', '어우러진', '기분', '좋은', '영화', '흥미진진한', '스토리', '다양한', '캐릭터', '활용,', '그', '시절을', '보는', '듯한', '90년대', '묘사가', '좋았', '조금은', '뻔하', '유치', '그게', '매력']"
엄마랑 같이 보니 좋아하시네요~ 이솜님 연기 너무 찰떡이였음,99 %,긍정,"['엄마', '같이', '보니', '좋아하', '이솜', '연기', '너무', '찰떡이였음']"
와 재미 감동은 물론이고 카타르시스ㄷㄷ.. 장난 아닌데?,99 %,긍정,"['와', '재미', '감동', '물론이고', '카타르시스ㄷㄷ..', '장난', '아닌']"
재밌고 신선하고 통쾌했어요,99 %,긍정,"['재밌', '신선하고', '통쾌']"
영화 시작과 중간중간 들리는 레트로 음악이 영화랑 너무 잘 어울렸고 저도 상고 출신이라 공감이 많이 갔습니다! 다만 살짝 유치한 연출이 아쉽네요 전개가 빠른 것은 장점이자 단점이었습니다.,99 %,긍정,"['영화', '시작과', '중간', '들리는', '레트로', '음악이', '영화', '너무', '잘', '어울렸고', '저도', '상고', '출신이라', '공감', '많이', '갔습니다!', '다만', '살짝', '유치', '연출', '아쉽네요', '전개', '빠른', '것은', '장점이자', '단점이었습니다.']"
재밌어요! 재밌다가 슬펐다가 스릴있고그럼,96 %,긍정,"['재밌', '재밌', '슬펐다가', '스릴있고그럼']"
너무 재밌었고 캐릭터 하나하나 매우 사랑스러운 영화였습니다!,98 %,긍정,"['너무', '재밌', '캐릭터', '하나', '매우', '사랑', '영화']"
열심히 살고 싶어졌어요 ㅋㅋ 잘봤습니다.,71 %,긍정,"['열심히', '살고', '싶어졌어요', 'ㅋㅋ', '잘봤습니다.']"
그 시절 상황을 재밌게 잘 대변한 영화,95 %,긍정,"['그', '시절', '상황을', '재밌', '잘', '대변한', '영화']"
연기 연출 스토리 모두 최고.. 음악도 너무 좋고 그때 그 시절의 배경과 소품 의상까지 보는 재미도 쏠쏠하네요ㅎㅎ,99 %,긍정,"['연기', '연출', '스토리', '모두', '최고', '음악도', '너무', '좋고', '그때', '그', '시절의', '배경', '소품', '의상까지', '보는', '재미', '쏠쏠하네요ㅎㅎ']"
어제보다 오늘 더 성장한 그녀들의 통쾌한 한방!,98 %,긍정,"['어제보다', '오늘', '더', '성장한', '그녀들의', '통쾌', '한방!']"
배우들 연기도 좋고 레트로한 분위기의 ost도 엔딩크레딧까지도 전부 좋았어요,61 %,긍정,"['배우', '연기', '좋고', '레트로', '분위기의', 'ost도', '엔딩크레딧까지도', '전부', '좋았어요']"
엄마랑 같이 보기에 부담없이재밌게 잘보고 왔어요~^^,99 %,긍정,"['엄마', '같이', '보기', '부담없이재밌게', '잘보고', '왔어요~^^']"
유쾌 상쾌 통쾌 굿굿 강추 !!,99 %,긍정,"['유쾌', '상쾌', '통쾌', '굿굿', '강추', '!!']"
여성들과 사회약자들의 선한 영향력! 좋은 영화 감사합니다!,83 %,긍정,"['여성', '사회', '선한', '영향력!', '좋은', '영화', '감사합니다!']"
내용도 좋고 재미있게 잘 봤어요^^,91 %,긍정,"['내용', '좋고', '재미', '잘', '봤어요']"
40평생 이런 최악의 영화를 본 적이 없는데 평점이 왜 이러죠? 평점 알바 아닌가요? 너무 이상해서 살펴보니 높은 평점 준 사람들 아이디 상당수가 기계가 인위적으로 만들어낸 것 같아요. 정말 살다살다 이렇게 허접하고...,99 %,부정,"['40평생', '이런', '최악의', '영화', '본', '적이', '없는', '평점', '왜', '이러죠?', '평점', '알바', '아닌', '너무', '이상해서', '살펴보니', '높은', '평점', '준', '사람들', '아이디', '상당수가', '기계가', '인위적으로', '만들', '것', '같아요', '정말', '살다살다', '이렇게', '허접하고...']"
"평점이 좋은 이유 모르겠네요. 본 영화중에 최악이네요.스토리 축축 쳐지고, 재미 없고 벌써 지나간 사회문제 제기는  너무 진부한데, 평점까지 사기라니...요즘 영화 맞나요?백년 전 영화인줄...",99 %,부정,"['평점', '좋은', '이유', '모르겠', '본', '영화', '최악', '축축', '쳐지고,', '재미', '없고', '벌써', '지나간', '사회', '제기는', '너무', '진부한데,', '평점', '사기라니...요즘', '영화', '맞나요?백년', '전', '영화']"
재미있게 보았습니다.,95 %,긍정,"['재미', '보았습니다.']"
킬링타임용으로 좋았어요한국영화들 직접 가서 보고 실망한적 많은데얘는 괜찮았어요!!연기도 잘하고 스토리도 뭔가 오잉 또잉 하는 느낌이라 전 재밌게봤습니당,97 %,긍정,"['킬링타임용으로', '좋았어요', '직접', '가서', '보고', '실망', '많은', '괜찮', '잘하', '스토리', '뭔가', '오잉', '또잉', '하는', '느낌', '전', '재밌']"
요즘에 본영화중에 최고~~~배우분들 연기력 짱 입니다~~,98 %,긍정,"['요즘', '본영화중에', '최고', '연기', '짱', '입니다~~']"
마무리까지 만족스러웠습니다 ㅎㅎ,98 %,긍정,"['마무리까지', '만족스러웠습니다', 'ㅎㅎ']"
진짜 재밌고 공감되고 적당히 눈물도 나던 영화다,95 %,긍정,"['진짜', '재밌', '공감', '적당히', '눈물도', '나던', '영화']"
"연기, 연출, 스토리 빠지는 거 없이 다 좋았음! 올해 본 영화 중 최고!!",99 %,긍정,"['연기', '연출', '스토리', '빠지는', '거', '없이', '다', '좋았', '올해', '본', '영화', '중', '최고']"
처음부터 끝까지 계속 재밌어서 시간이 후다닥~~오랜만에 본 영화인데 배우들 다 연기 잘하셔서 너무 잘봤다는 느낌,99 %,긍정,"['처음', '끝까지', '계속', '재밌', '시간', '후다닥~~오랜만에', '본', '영화', '배우', '다', '연기', '잘하', '너무', '잘봤다는', '느낌']"
